ID,L1,W1,L2,W2,
1789, 101.77, 7.92, -103.30, 8.34,
1790, 101.88, 7.92, -103.39, 8.34,
1791, 102.01, 7.91, -103.52, 8.34,
1792, 102.21, 7.91, -103.73, 8.34,
1793, 102.36, 7.91, -103.91, 8.34,
1794, 102.60, 7.91, -104.13, 8.34,
1795, 102.91, 7.91, -104.45, 8.35,
1796, 103.26, 7.90, -104.79, 8.35,
1797, 103.61, 7.89, -105.13, 8.35,
1798, 104.04, 7.89, -105.52, 8.36,
1799, 104.42, 7.88, -105.88, 8.36,
1800, 104.79, 7.87, -106.21, 8.36,
1801, 105.15, 7.87, -106.61, 8.37,
1802, 105.42, 7.86, -106.86, 8.37,
1803, 105.76, 7.86, -107.17, 8.38,
1804, 106.02, 7.86, -107.45, 8.38,
1805, 106.38, 7.86, -107.77, 8.38,
1806, 106.60, 7.86, -107.99, 8.38,
1807, 106.82, 7.86, -108.20, 8.39,
1808, 107.02, 7.86, -108.43, 8.39,
1809, 107.15, 7.86, -108.57, 8.39,
1810, 107.30, 7.86, -108.67, 8.40,
1811, 107.48, 7.86, -108.89, 8.40,
1812, 107.71, 7.86, -109.12, 8.40,
1813, 108.04, 7.85, -109.43, 8.41,
1814, 108.27, 7.85, -109.70, 8.41,
1815, 108.54, 7.85, -109.96, 8.41,
1816, 108.76, 7.85, -110.18, 8.41,
1817, 108.98, 7.85, -110.40, 8.42,
1818, 109.23, 7.85, -110.68, 8.42,
1819, 109.57, 7.85, -111.02, 8.43,
1820, 109.82, 7.85, -111.29, 8.43,
1821, 110.20, 7.85, -111.65, 8.44,
1822, 110.52, 7.85, -112.01, 8.44,
1823, 110.99, 7.85, -112.45, 8.45,
1824, 111.57, 7.85, -112.98, 8.46,
1825, 112.08, 7.85, -113.49, 8.47,
1826, 112.45, 7.85, -113.87, 8.47,
1827, 112.67, 7.85, -114.08, 8.48,
1828, 112.89, 7.85, -114.30, 8.48,
1829, 113.11, 7.85, -114.48, 8.48,
1830, 113.34, 7.83, -114.73, 8.50,
1831, 113.55, 7.82, -114.90, 8.50,
1832, 113.57, 7.81, -114.92, 8.50,
1833, 113.57, 7.81, -114.92, 8.50,
1834, 113.57, 7.81, -114.92, 8.50,
1835, 113.57, 7.81, -114.92, 8.50,
1836, 113.57, 7.81, -114.92, 8.50,
1837, 113.57, 7.81, -114.92, 8.50,
1838, 113.57, 7.81, -114.92, 8.50,
1839, 113.57, 7.81, -114.92, 8.50,
1840, 113.57, 7.81, -114.93, 8.50,
1841, 113.55, 7.81, -114.93, 8.50,
1842, 113.55, 7.81, -114.93, 8.50,
1843, 113.55, 7.81, -114.93, 8.50,
1844, 113.54, 7.81, -114.95, 8.50,
1845, 113.54, 7.80, -114.95, 8.50,
1846, 113.54, 7.80, -114.95, 8.50,
1847, 113.54, 7.80, -114.95, 8.50,
1848, 113.54, 7.80, -114.95, 8.50,
1849, 113.54, 7.80, -114.95, 8.50,
1850, 113.54, 7.80, -114.95, 8.50,
1851, 113.54, 7.80, -114.95, 8.50,
1852, 113.54, 7.80, -114.95, 8.50,
1853, 113.54, 7.80, -114.95, 8.50,
1854, 113.54, 7.80, -114.95, 8.50,
1855, 113.54, 7.80, -114.95, 8.50,
1856, 113.54, 7.80, -114.95, 8.50,
1857, 113.54, 7.80, -114.95, 8.50,
1858, 113.54, 7.80, -114.95, 8.50,
1859, 113.54, 7.80, -114.95, 8.50,
1860, 113.54, 7.80, -114.95, 8.50,
1861, 113.54, 7.80, -114.95, 8.50,
1862, 113.54, 7.80, -114.95, 8.50,
1863, 113.54, 7.80, -114.95, 8.50,
1864, 113.54, 7.80, -114.95, 8.50,
1865, 113.54, 7.80, -114.95, 8.50,
1866, 113.54, 7.80, -114.95, 8.50,
1867, 113.54, 7.80, -114.95, 8.50,
1868, 113.58, 7.80, -114.98, 8.50,
1869, 113.62, 7.80, -115.04, 8.51,
1870, 113.89, 7.80, -115.30, 8.52,
1871, 114.14, 7.80, -115.52, 8.52,
1872, 114.27, 7.80, -115.68, 8.52,
1873, 114.43, 7.80, -115.86, 8.52,
1874, 114.64, 7.80, -116.04, 8.53,
1875, 114.84, 7.80, -116.29, 8.53,
1876, 115.20, 7.80, -116.61, 8.54,
1877, 115.45, 7.80, -116.90, 8.54,
1878, 115.61, 7.80, -117.05, 8.54,
1879, 115.80, 7.80, -117.27, 8.55,
1880, 116.02, 7.80, -117.48, 8.56,
1881, 116.26, 7.80, -117.73, 8.56,
1882, 116.58, 7.80, -118.09, 8.57,
1883, 116.95, 7.80, -118.45, 8.58,
1884, 117.43, 7.80, -118.92, 8.60,
1885, 117.98, 7.80, -119.49, 8.60,
1886, 118.58, 7.80, -120.02, 8.63,
1887, 119.26, 7.80, -120.73, 8.64,
1888, 119.86, 7.80, -121.31, 8.66,
1889, 120.17, 7.80, -121.59, 8.66,
1890, 120.56, 7.80, -121.96, 8.67,
1891, 121.00, 7.80, -122.39, 8.68,
1892, 121.40, 7.80, -122.77, 8.68,
1893, 121.70, 7.80, -123.05, 8.70,
1894, 121.90, 7.80, -123.30, 8.70,
1895, 122.20, 7.80, -123.59, 8.71,
1896, 122.72, 7.80, -124.12, 8.73,
1897, 123.33, 7.80, -124.74, 8.74,
1898, 123.80, 7.80, -125.21, 8.76,
1899, 124.15, 7.80, -125.58, 8.78,
1900, 124.47, 7.80, -125.94, 8.78,
1901, 124.93, 7.80, -126.36, 8.80,
1902, 125.37, 7.80, -126.87, 8.82,
1903, 125.93, 7.80, -127.33, 8.83,
1904, 126.52, 7.80, -127.93, 8.86,
1905, 127.17, 7.80, -128.50, 8.89,
1906, 127.69, 7.80, -129.05, 8.91,
1907, 128.31, 7.80, -129.62, 8.93,
1908, 128.87, 7.80, -130.16, 8.94,
1909, 129.24, 7.80, -130.58, 8.96,
1910, 129.58, 7.80, -130.91, 8.98,
1911, 129.96, 7.80, -131.27, 8.99,
1912, 130.22, 7.80, -131.56, 8.99,
1913, 130.59, 7.80, -131.93, 9.01,
1914, 130.97, 7.80, -132.31, 9.04,
1915, 131.22, 7.80, -132.56, 9.05,
1916, 131.43, 7.80, -132.78, 9.05,
1917, 131.75, 7.80, -133.13, 9.09,
1918, 132.09, 7.80, -133.44, 9.10,
1919, 132.46, 7.82, -133.87, 9.12,
1920, 132.78, 7.82, -134.21, 9.14,
1921, 133.05, 7.82, -134.44, 9.15,
1922, 133.30, 7.82, -134.62, 9.16,
1923, 133.59, 7.82, -134.94, 9.17,
1924, 133.94, 7.83, -135.28, 9.19,
1925, 134.22, 7.83, -135.52, 9.19,
1926, 134.40, 7.84, -135.68, 9.21,
1927, 134.55, 7.84, -135.83, 9.22,
1928, 134.72, 7.85, -136.05, 9.23,
1929, 134.97, 7.85, -136.28, 9.24,
1930, 135.28, 7.85, -136.55, 9.25,
1931, 135.50, 7.85, -136.78, 9.26,
1932, 135.65, 7.85, -136.91, 9.27,
1933, 135.72, 7.85, -136.97, 9.27,
1934, 135.77, 7.86, -137.03, 9.27,
1935, 135.80, 7.86, -137.05, 9.27,
1936, 135.80, 7.86, -137.06, 9.27,
1937, 135.80, 7.86, -137.06, 9.27,
1938, 135.80, 7.87, -137.06, 9.27,
1939, 135.80, 7.87, -137.06, 9.27,
1940, 135.80, 7.88, -137.06, 9.27,
1941, 135.80, 7.88, -137.06, 9.27,
1942, 135.81, 7.88, -137.06, 9.27,
1943, 135.81, 7.88, -137.06, 9.27,
1944, 135.81, 7.89, -137.06, 9.27,
1945, 135.81, 7.91, -137.06, 9.27,
1946, 135.81, 7.91, -137.06, 9.27,
1947, 135.81, 7.91, -137.06, 9.27,
1948, 135.81, 7.91, -137.06, 9.27,
1949, 135.81, 7.91, -137.06, 9.27,
1950, 135.81, 7.91, -137.06, 9.27,
1951, 135.81, 7.91, -137.06, 9.27,
1952, 135.81, 7.91, -137.06, 9.27,
1953, 135.81, 7.91, -137.06, 9.27,
1954, 135.81, 7.91, -137.06, 9.27,
1955, 135.81, 7.91, -137.07, 9.27,
1956, 135.83, 7.91, -137.07, 9.27,
1957, 135.83, 7.91, -137.07, 9.27,
1958, 135.83, 7.91, -137.07, 9.27,
1959, 135.83, 7.91, -137.07, 9.27,
1960, 135.83, 7.91, -137.07, 9.27,
1961, 135.83, 7.91, -137.07, 9.27,
1962, 135.83, 7.91, -137.07, 9.27,
1963, 135.83, 7.91, -137.07, 9.27,
1964, 135.83, 7.91, -137.07, 9.27,
1965, 135.83, 7.91, -137.07, 9.27,
1966, 135.83, 7.91, -137.07, 9.27,
1967, 135.83, 7.91, -137.07, 9.27,
1968, 135.83, 7.91, -137.07, 9.27,
1969, 135.83, 7.91, -137.07, 9.27,
1970, 135.83, 7.91, -137.07, 9.27,
1971, 135.83, 7.91, -137.07, 9.27,
1972, 135.83, 7.91, -137.07, 9.27,
1973, 135.83, 7.91, -137.07, 9.27,
1974, 135.83, 7.91, -137.07, 9.27,
1975, 135.83, 7.91, -137.07, 9.27,
1976, 135.83, 7.91, -137.07, 9.27,
1977, 135.83, 7.91, -137.07, 9.27,
1978, 135.83, 7.91, -137.07, 9.27,
1979, 135.83, 7.91, -137.07, 9.27,
1980, 135.83, 7.91, -137.07, 9.27,
1981, 135.83, 7.91, -137.07, 9.27,
1982, 135.83, 7.91, -137.07, 9.27,
1983, 135.83, 7.91, -137.07, 9.27,
1984, 135.83, 7.91, -137.07, 9.27,
1985, 135.83, 7.91, -137.07, 9.27,
1986, 135.83, 7.91, -137.07, 9.27,
1987, 135.83, 7.91, -137.07, 9.27,
1988, 135.83, 7.91, -137.07, 9.27,
1989, 135.83, 7.91, -137.07, 9.27,
1990, 135.83, 7.91, -137.07, 9.27,
1991, 135.83, 7.91, -137.07, 9.27,
1992, 135.83, 7.91, -137.07, 9.27,
1993, 135.83, 7.91, -137.07, 9.27,
1994, 135.83, 7.91, -137.07, 9.27,
1995, 135.83, 7.91, -137.07, 9.27,
1996, 135.83, 7.91, -137.07, 9.27,
1997, 135.83, 7.91, -137.07, 9.27,
1998, 135.83, 7.91, -137.07, 9.27,
1999, 135.83, 7.91, -137.07, 9.27,
2000, 135.83, 7.91, -137.07, 9.27,
2001, 135.83, 7.91, -137.07, 9.27,
2002, 135.83, 7.91, -137.07, 9.27,
2003, 135.83, 7.91, -137.07, 9.27,
2004, 135.83, 7.91, -137.07, 9.27,
2005, 135.83, 7.91, -137.07, 9.27,
2006, 135.83, 7.91, -137.07, 9.27,
2007, 135.83, 7.91, -137.07, 9.27,
2008, 135.83, 7.91, -137.07, 9.27,
2009, 135.83, 7.91, -137.07, 9.27,
2010, 135.83, 7.91, -137.07, 9.27,
2011, 135.83, 7.91, -137.07, 9.27,
2012, 135.83, 7.91, -137.07, 9.27,
2013, 135.83, 7.91, -137.07, 9.27,
2014, 135.83, 7.91, -137.07, 9.27,
2015, 135.83, 7.91, -137.07, 9.27,
2016, 135.83, 7.91, -137.07, 9.27,
2017, 135.83, 7.91, -137.07, 9.27,
2018, 135.83, 7.91, -137.07, 9.27,
2019, 135.83, 7.91, -137.07, 9.27,
2020, 135.83, 7.91, -137.07, 9.27,
2021, 135.83, 7.91, -137.07, 9.27,
2022, 135.83, 7.91, -137.07, 9.27,
2023, 135.83, 7.91, -137.07, 9.27,
2024, 135.83, 7.91, -137.07, 9.27,
2025, 135.83, 7.91, -137.07, 9.27,
2026, 135.83, 7.91, -137.07, 9.27,
2027, 135.83, 7.91, -137.07, 9.27,
2028, 135.83, 7.91, -137.07, 9.27,
2029, 135.83, 7.88, -137.07, 9.27,
2030, 135.83, 7.88, -137.09, 9.27,
2031, 135.83, 7.88, -137.09, 9.27,
2032, 135.83, 7.88, -137.09, 9.27,
2033, 135.83, 7.88, -137.09, 9.27,
2034, 135.83, 7.88, -137.09, 9.27,
2035, 135.83, 7.88, -137.09, 9.27,
2036, 135.83, 7.88, -137.09, 9.27,
2037, 135.83, 7.88, -137.09, 9.27,
2038, 135.83, 7.88, -137.09, 9.27,
2039, 135.83, 7.88, -137.09, 9.27,
2040, 135.83, 7.88, -137.09, 9.27,
2041, 135.83, 7.88, -137.09, 9.27,
2042, 135.83, 7.87, -137.09, 9.27,
2043, 135.83, 7.87, -137.09, 9.27,
2044, 135.83, 7.88, -137.09, 9.27,
2045, 135.83, 7.88, -137.09, 9.27,
2046, 135.83, 7.88, -137.09, 9.27,
2047, 135.83, 7.88, -137.09, 9.27,
2048, 135.83, 7.88, -137.09, 9.27,
2049, 135.83, 7.88, -137.09, 9.27,
2050, 135.83, 7.88, -137.09, 9.27,
2051, 135.83, 7.88, -137.09, 9.27,
2052, 135.83, 7.88, -137.09, 9.27,
2053, 135.83, 7.88, -137.09, 9.27,
2054, 135.83, 7.88, -137.09, 9.27,
2055, 135.83, 7.88, -137.09, 9.27,
2056, 135.83, 7.88, -137.09, 9.27,
2057, 135.83, 7.88, -137.09, 9.27,
2058, 135.83, 7.88, -137.09, 9.27,
2059, 135.83, 7.88, -137.10, 9.27,
2060, 135.83, 7.88, -137.10, 9.27,
2061, 135.83, 7.88, -137.10, 9.27,
2062, 135.83, 7.88, -137.10, 9.27,
2063, 135.83, 7.88, -137.10, 9.27,
2064, 135.83, 7.88, -137.10, 9.27,
2065, 135.83, 7.88, -137.10, 9.27,
2066, 135.83, 7.88, -137.10, 9.27,
2067, 135.83, 7.88, -137.10, 9.27,
2068, 135.83, 7.88, -137.10, 9.27,
2069, 135.83, 7.88, -137.10, 9.27,
2070, 135.83, 7.88, -137.10, 9.27,
2071, 135.84, 7.88, -137.12, 9.27,
2072, 135.84, 7.88, -137.12, 9.27,
2073, 135.84, 7.88, -137.12, 9.27,
2074, 135.84, 7.88, -137.12, 9.27,
2075, 135.84, 7.88, -137.12, 9.27,
2076, 135.84, 7.88, -137.12, 9.27,
2077, 135.84, 7.88, -137.12, 9.27,
2078, 135.84, 7.88, -137.12, 9.27,
2079, 135.84, 7.88, -137.12, 9.27,
2080, 135.84, 7.88, -137.12, 9.27,
2081, 135.84, 7.88, -137.12, 9.27,
2082, 135.84, 7.88, -137.12, 9.27,
2083, 135.84, 7.88, -137.12, 9.27,
2084, 135.84, 7.88, -137.12, 9.27,
2085, 135.84, 7.88, -137.12, 9.27,
2086, 135.84, 7.88, -137.12, 9.27,
2087, 135.84, 7.88, -137.12, 9.27,
2088, 135.84, 7.88, -137.12, 9.27,
2089, 135.84, 7.88, -137.12, 9.27,
2090, 135.84, 7.88, -137.12, 9.27,
2091, 135.84, 7.88, -137.12, 9.27,
2092, 135.84, 7.88, -137.12, 9.27,
2093, 135.84, 7.91, -137.12, 9.27,
2094, 135.84, 7.91, -137.12, 9.27,
2095, 135.84, 7.91, -137.12, 9.27,
2096, 135.84, 7.91, -137.12, 9.27,
2097, 135.84, 7.91, -137.12, 9.27,
2098, 135.84, 7.91, -137.12, 9.27,
2099, 135.84, 7.91, -137.12, 9.27,
2100, 135.84, 7.91, -137.12, 9.27,
2101, 135.84, 7.91, -137.12, 9.27,
2102, 135.84, 7.91, -137.12, 9.27,
2103, 135.84, 7.91, -137.12, 9.27,
2104, 135.84, 7.91, -137.12, 9.27,
2105, 135.84, 7.91, -137.12, 9.27,
2106, 135.84, 7.91, -137.12, 9.27,
2107, 135.84, 7.91, -137.12, 9.27,
2108, 135.84, 7.91, -137.12, 9.27,
2109, 135.84, 7.91, -137.12, 9.27,
2110, 135.84, 7.91, -137.12, 9.27,
2111, 135.84, 7.91, -137.12, 9.27,
2112, 135.84, 7.91, -137.12, 9.27,
2113, 135.84, 7.91, -137.12, 9.27,
2114, 135.84, 7.91, -137.12, 9.27,
2115, 135.84, 7.91, -137.12, 9.27,
2116, 135.84, 7.91, -137.12, 9.27,
2117, 135.84, 7.90, -137.12, 9.27,
2118, 135.84, 7.89, -137.12, 9.27,
2119, 135.85, 7.89, -137.12, 9.27,
2120, 135.85, 7.89, -137.12, 9.27,
2121, 135.85, 7.89, -137.12, 9.27,
2122, 135.87, 7.85, -137.12, 9.27,
2123, 135.87, 7.85, -137.12, 9.27,
2124, 135.87, 7.86, -137.12, 9.27,
2125, 135.87, 7.87, -137.12, 9.27,
2126, 135.87, 7.87, -137.12, 9.27,
2127, 135.87, 7.88, -137.12, 9.27,
2128, 135.87, 7.88, -137.12, 9.27,
2129, 135.87, 7.89, -137.12, 9.27,
2130, 135.87, 7.89, -137.12, 9.27,
2131, 135.87, 7.89, -137.12, 9.27,
2132, 135.87, 7.89, -137.12, 9.27,
2133, 135.87, 7.89, -137.12, 9.27,
2134, 135.87, 7.89, -137.12, 9.27,
2135, 135.87, 7.90, -137.12, 9.27,
2136, 135.87, 7.90, -137.12, 9.27,
2137, 135.87, 7.89, -137.12, 9.27,
2138, 135.87, 7.89, -137.12, 9.27,
2139, 135.87, 7.89, -137.12, 9.27,
2140, 135.87, 7.89, -137.12, 9.27,
2141, 135.87, 7.89, -137.12, 9.27,
2142, 135.87, 7.89, -137.12, 9.27,
2143, 135.87, 7.89, -137.12, 9.27,
2144, 135.87, 7.90, -137.12, 9.27,
2145, 135.87, 7.90, -137.12, 9.27,
2146, 135.87, 7.90, -137.12, 9.27,
2147, 135.87, 7.90, -137.12, 9.27,
2148, 135.87, 7.90, -137.12, 9.27,
2149, 135.87, 7.89, -137.12, 9.27,
2150, 135.87, 7.89, -137.12, 9.27,
2151, 135.87, 7.89, -137.12, 9.27,
2152, 135.87, 7.89, -137.12, 9.27,
2153, 135.87, 7.89, -137.12, 9.27,
2154, 135.87, 7.89, -137.12, 9.27,
2155, 135.87, 7.89, -137.12, 9.27,
2156, 135.87, 7.89, -137.12, 9.27,
2157, 135.87, 7.89, -137.12, 9.27,
2158, 135.87, 7.89, -137.12, 9.27,
2159, 135.87, 7.89, -137.12, 9.27,
2160, 135.87, 7.89, -137.13, 9.27,
2161, 135.87, 7.89, -137.13, 9.27,
2162, 135.87, 7.89, -137.13, 9.27,
2163, 135.87, 7.89, -137.13, 9.27,
2164, 135.87, 7.89, -137.13, 9.27,
2165, 135.87, 7.89, -137.13, 9.27,
2166, 135.87, 7.89, -137.13, 9.27,
2167, 135.87, 7.89, -137.13, 9.27,
2168, 135.87, 7.89, -137.13, 9.27,
2169, 135.87, 7.89, -137.13, 9.27,
2170, 135.87, 7.89, -137.13, 9.27,
2171, 135.87, 7.89, -137.13, 9.27,
2172, 135.87, 7.89, -137.13, 9.27,
2173, 135.87, 7.89, -137.13, 9.27,
2174, 135.87, 7.89, -137.13, 9.27,
2175, 135.87, 7.89, -137.13, 9.27,
2176, 135.87, 7.89, -137.13, 9.27,
2177, 135.87, 7.89, -137.16, 9.27,
2178, 135.87, 7.89, -137.16, 9.27,
2179, 135.87, 7.88, -137.16, 9.27,
2180, 135.87, 7.88, -137.18, 9.27,
2181, 135.91, 7.88, -137.21, 9.27,
2182, 135.94, 7.87, -137.24, 9.27,
2183, 135.97, 7.87, -137.27, 9.27,
2184, 136.06, 7.87, -137.35, 9.28,
2185, 136.28, 7.87, -137.57, 9.29,
2186, 136.63, 7.91, -138.00, 9.31,
2187, 137.05, 7.91, -138.38, 9.31,
2188, 137.31, 7.91, -138.62, 9.32,
2189, 137.60, 7.91, -138.96, 9.34,
2190, 138.03, 7.92, -139.38, 9.37,
2191, 138.56, 7.95, -139.97, 9.39,
2192, 138.97, 7.96, -140.37, 9.41,
2193, 139.47, 7.99, -140.90, 9.43,
2194, 139.93, 8.00, -141.40, 9.46,
2195, 140.27, 8.01, -141.74, 9.48,
2196, 140.97, 8.03, -142.38, 9.51,
2197, 141.74, 8.04, -143.10, 9.55,
2198, 142.19, 8.06, -143.56, 9.57,
2199, 142.69, 8.07, -144.01, 9.60,
2200, 143.15, 8.09, -144.46, 9.62,
2201, 143.62, 8.10, -144.91, 9.65,
2202, 144.04, 8.11, -145.38, 9.67,
2203, 144.59, 8.13, -145.87, 9.70,
2204, 145.15, 8.15, -146.50, 9.74,
2205, 145.65, 8.16, -147.00, 9.76,
2206, 145.88, 8.17, -147.25, 9.78,
2207, 146.10, 8.18, -147.44, 9.79,
2208, 146.38, 8.19, -147.75, 9.81,
2209, 146.79, 8.20, -148.18, 9.83,
2210, 147.25, 8.22, -148.66, 9.87,
2211, 147.56, 8.23, -149.00, 9.88,
2212, 148.07, 8.24, -149.40, 9.91,
2213, 148.63, 8.26, -149.94, 9.95,
2214, 149.19, 8.28, -150.50, 9.98,
2215, 149.68, 8.29, -150.98, 10.01,
2216, 150.29, 8.31, -151.56, 10.05,
2217, 150.85, 8.32, -152.12, 10.08,
2218, 151.35, 8.35, -152.62, 10.12,
2219, 151.95, 8.37, -153.16, 10.15,
2220, 152.50, 8.39, -153.75, 10.19,
2221, 153.10, 8.42, -154.34, 10.23,
2222, 153.44, 8.42, -154.73, 10.25,
2223, 153.69, 8.44, -154.98, 10.27,
2224, 153.85, 8.45, -155.16, 10.28,
2225, 153.95, 8.46, -155.25, 10.29,
2226, 154.23, 8.47, -155.53, 10.31,
2227, 154.47, 8.48, -155.76, 10.33,
2228, 154.73, 8.49, -156.06, 10.34,
2229, 154.82, 8.50, -156.16, 10.36,
2230, 155.03, 8.50, -156.37, 10.38,
2231, 155.51, 8.52, -156.78, 10.40,
2232, 155.79, 8.54, -157.01, 10.43,
2233, 156.06, 8.55, -157.28, 10.45,
2234, 156.48, 8.56, -157.70, 10.47,
2235, 156.79, 8.58, -158.01, 10.50,
2236, 157.39, 8.62, -158.59, 10.54,
2237, 157.94, 8.64, -159.10, 10.59,
2238, 158.41, 8.65, -159.59, 10.63,
2239, 158.72, 8.67, -159.89, 10.65,
2240, 159.01, 8.67, -160.17, 10.66,
2241, 159.67, 8.70, -160.82, 10.71,
2242, 160.53, 8.74, -161.72, 10.81,
2243, 160.75, 8.76, -161.94, 10.83,
2244, 160.76, 8.76, -161.95, 10.83,
2245, 160.76, 8.76, -161.95, 10.84,
2246, 160.78, 8.76, -161.97, 10.84,
2247, 160.79, 8.76, -162.00, 10.84,
2248, 160.82, 8.76, -162.03, 10.84,
2249, 161.04, 8.78, -162.22, 10.85,
2250, 161.48, 8.80, -162.70, 10.85,
2251, 161.98, 8.81, -163.22, 10.89,
2252, 162.76, 8.84, -163.95, 10.89,
2253, 163.26, 8.88, -164.41, 10.86,
2254, 163.50, 8.88, -164.60, 10.82,
2255, 163.66, 8.89, -164.78, 10.79,
2256, 163.76, 8.90, -164.89, 10.77,
2257, 164.07, 8.91, -165.20, 10.70,
2258, 164.32, 8.92, -165.48, 10.62,
2259, 164.98, 8.95, -166.10, 10.39,
2260, 165.14, 8.96, -166.23, 10.33,
2261, 165.14, 8.96, -166.23, 10.33,
2262, 165.14, 8.96, -166.23, 10.33,
2263, 165.14, 8.96, -166.23, 10.33,
2264, 165.16, 8.96, -166.23, 10.33,
2265, 165.16, 8.97, -166.23, 10.32,
2266, 165.16, 8.97, -166.25, 10.32,
2267, 165.16, 8.97, -166.25, 10.32,
2268, 165.16, 8.97, -166.25, 10.32,
2269, 165.16, 8.97, -166.25, 10.32,
2270, 165.16, 8.97, -166.25, 10.32,
2271, 165.16, 8.97, -166.25, 10.32,
2272, 165.16, 8.97, -166.25, 10.32,
2273, 165.16, 8.97, -166.25, 10.32,
2274, 165.16, 8.97, -166.25, 10.32,
2275, 165.16, 8.97, -166.25, 10.32,
2276, 165.16, 8.97, -166.25, 10.32,
2277, 165.16, 8.97, -166.25, 10.32,
2278, 165.17, 8.97, -166.25, 10.32,
2279, 165.17, 8.97, -166.25, 10.32,
2280, 165.17, 8.97, -166.25, 10.32,
2281, 165.17, 8.97, -166.25, 10.32,
2282, 165.17, 8.97, -166.25, 10.32,
2283, 165.17, 8.97, -166.25, 10.32,
2284, 165.17, 8.97, -166.25, 10.32,
2285, 165.17, 8.97, -166.25, 10.32,
2286, 165.17, 8.97, -166.25, 10.32,
2287, 165.17, 8.97, -166.25, 10.32,
2288, 165.17, 8.97, -166.25, 10.32,
2289, 165.17, 8.97, -166.25, 10.32,
2290, 165.17, 8.97, -166.25, 10.32,
2291, 165.17, 8.97, -166.25, 10.32,
2292, 165.22, 8.97, -166.27, 10.30,
2293, 165.61, 8.98, -166.70, 10.12,
2294, 166.08, 9.01, -167.20, 9.82,
2295, 166.08, 9.02, -167.20, 9.82,
2296, 166.08, 9.02, -167.20, 9.82,
2297, 166.08, 9.02, -167.20, 9.81,
2298, 166.08, 9.02, -167.20, 9.81,
2299, 166.08, 9.02, -167.20, 9.81,
2300, 166.08, 9.02, -167.20, 9.81,
2301, 166.08, 9.02, -167.20, 9.81,
2302, 166.08, 9.02, -167.20, 9.81,
2303, 166.08, 9.02, -167.20, 9.81,
2304, 166.08, 9.02, -167.20, 9.81,
2305, 166.08, 9.02, -167.20, 9.81,
2306, 166.08, 9.02, -167.20, 9.81,
2307, 166.10, 9.02, -167.20, 9.81,
2308, 166.11, 9.02, -167.23, 9.79,
2309, 166.13, 9.02, -167.25, 9.77,
2310, 166.39, 9.03, -167.48, 9.64,
2311, 166.73, 9.05, -167.79, 9.39,
2312, 166.82, 9.06, -167.89, 9.27,
2313, 166.97, 9.06, -168.04, 9.12,
2314, 167.11, 9.07, -168.23, 8.99,
2315, 167.42, 9.08, -168.57, 8.74,
2316, 167.55, 9.09, -168.70, 8.58,
2317, 167.61, 9.10, -168.76, 8.52,
2318, 167.64, 9.10, -168.79, 8.48,
2319, 167.67, 9.11, -168.82, 8.44,
2320, 167.88, 9.12, -169.05, 8.27,
2321, 168.01, 9.13, -169.19, 8.12,
2322, 168.08, 9.13, -169.27, 8.01,
2323, 168.19, 9.14, -169.38, 7.91,
2324, 168.23, 9.14, -169.41, 7.89,
2325, 168.32, 9.15, -169.47, 7.79,
2326, 168.35, 9.15, -169.49, 7.75,
2327, 168.38, 9.15, -169.54, 7.71,
2328, 168.44, 9.15, -169.60, 7.65,
2329, 168.57, 9.16, -169.74, 7.49,
2330, 168.61, 9.17, -169.80, 7.42,
2331, 168.63, 9.17, -169.83, 7.39,
2332, 168.66, 9.17, -169.86, 7.35,
2333, 168.70, 9.17, -169.92, 7.29,
2334, 168.85, 9.18, -170.05, 7.17,
2335, 169.08, 9.19, -170.27, 6.90,
2336, 169.23, 9.19, -170.41, 6.69,
2337, 169.26, 9.19, -170.45, 6.60,
2338, 169.29, 9.19, -170.48, 6.53,
2339, 169.33, 9.20, -170.52, 6.44,
2340, 169.36, 9.20, -170.55, 6.40,
2341, 169.39, 9.20, -170.60, 6.30,
2342, 169.45, 9.21, -170.63, 6.25,
2343, 169.52, 9.21, -170.72, 6.13,
2344, 169.63, 9.22, -170.82, 4.92,
2345, 169.61, 9.22, -170.82, 4.85,
2346, 169.61, 9.22, -170.82, 4.59,
2347, 169.61, 9.22, -170.83, 4.47,
2348, 169.72, 9.22, -170.97, 3.94,
2349, 169.73, 9.23, -170.97, 3.12,
2350, 169.73, 9.23, -170.97, 3.05,
2351, 169.73, 9.23, -170.98, 2.84,
2352, 169.73, 9.23, -170.98, 2.64,
2353, 169.73, 9.23, -170.98, 2.49,
2354, 169.74, 9.23, -170.98, 2.34,
2355, 169.74, 9.23, -170.98, 2.34,
2356, 169.74, 9.23, -170.98, 2.34,
2357, 169.74, 9.23, -170.98, 2.34,
2358, 169.73, 9.23, -170.98, 2.34,
2359, 169.74, 9.23, -171.01, 2.33,
2360, 169.79, 9.23, -171.07, 2.33,
2361, 169.89, 9.23, -171.13, 2.33,
2362, 170.02, 9.24, -171.23, 2.33,
2363, 170.14, 9.25, -171.35, 2.33,
2364, 170.29, 9.26, -171.45, 2.33,
2365, 170.41, 9.27, -171.60, 2.33,
2366, 170.54, 9.27, -171.73, 2.33,
2367, 170.69, 9.29, -171.89, 2.33,
2368, 170.98, 9.29, -172.13, 2.33,
2369, 171.17, 9.31, -172.36, 2.33,
2370, 171.33, 9.32, -172.55, 2.33,
